Sample,X(ms) [01.01.2012 00:38:27 038 UTC],"InstAGV.instMoveCtrlDiff.trackValues.trackDeviation.x","InstAGV.instMoveCtrlDiff.trackValues.trackDeviation.y","InstAGV.instMoveCtrlDiff.trackValues.trackDeviation.a","frontPGV.xPosition","InstAGV.instMoveCtrlDiff.vCurrent.x","InstAGV.instMoveCtrlDiff.vCurrent.a"
11,1325378307151.394552,0,2.90000009536743,-0.899993896484375,10391.3,299.520721435547,0.0420454517006874
12,1325378307161.391296,0,2.90000009536743,-0.899993896484375,10394.2,299.4033203125,0.16818180680275
13,1325378307175.055296,0,2.90000009536743,-0.899993896484375,10397.1,299.4033203125,0.16818180680275
14,1325378307181.316784,0,2.90000009536743,-0.899993896484375,10400,299.285919189453,0.0420454517006874
15,1325378307191.427496,0,2.79999995231628,-0.29998779296875,10404.1,299.285919189453,0.0420454517006874
16,1325378307201.372264,0,2.79999995231628,-0.20001220703125,10407,294.354553222656,-0.630681753158569
17,1325378307211.324728,0,2.79999995231628,-0.20001220703125,10410,298.933654785156,-0.840909063816071
18,1325378307221.309840,0,2.79999995231628,-0.100006103515625,10413,299.285919189453,1.30340898036957
19,1325378307231.419936,0,2.90000009536743,-0.899993896484375,10415,300.694854736328,-1.38749992847443
20,1325378307241.375520,0,2.90000009536743,-0.899993896484375,10417.9,298.933654785156,-0.16818180680275
21,1325378307251.324144,0,2.90000009536743,-0.899993896484375,10420.8,298.933654785156,-0.16818180680275
22,1325378307261.373312,0,2.90000009536743,-0.899993896484375,10423.7,301.164520263672,-0.0420454517006874
23,1325378307275.026912,0,2.79999995231628,-1,10426.7,299.168487548828,-2.43863654136658
24,1325378307281.349936,0,2.79999995231628,-1,10429.6,303.982421875,-0.967045426368713
25,1325378307291.443472,0,2.79999995231628,-1,10432.5,303.982421875,-0.967045426368713
26,1325378307301.452104,0,2.79999995231628,-1.10000610351563,10435.4,303.982421875,-0.967045426368713
27,1325378307311.390704,0,2.79999995231628,-0.899993896484375,10438.6,301.164520263672,-0.8829545378685
28,1325378307321.339960,0,2.79999995231628,-0.899993896484375,10441.6,300.812286376953,-1.09318172931671
29,1325378307331.392360,0,2.79999995231628,-0.899993896484375,10444.5,301.751586914063,-1.09318172931671
30,1325378307341.420272,0,2.79999995231628,-0.899993896484375,10447.4,301.281921386719,-0.58863639831543
31,1325378307351.425864,0,2.79999995231628,-0.899993896484375,10450.6,301.634155273438,-0.546590864658356
32,1325378307361.325200,0,2.79999995231628,-0.899993896484375,10453.5,299.520721435547,-0.546590864658356
33,1325378307374.991520,0,2.79999995231628,-0.899993896484375,10456.5,301.868988037109,-0.967045426368713
34,1325378307381.426608,0,2.79999995231628,-0.899993896484375,10459.4,301.634155273438,-0.546590864658356
35,1325378307391.388832,0,2.79999995231628,-0.899993896484375,10462.8,301.634155273438,-0.546590864658356
36,1325378307401.388952,0,2.79999995231628,-0.899993896484375,10465.7,300.694854736328,-1.13522732257843
37,1325378307411.425432,0,2.79999995231628,-0.899993896484375,10468.7,295.528686523438,0.126136362552643
38,1325378307421.360648,0,2.79999995231628,-0.899993896484375,10471.7,299.638153076172,-1.17727279663086
39,1325378307431.372624,0,2.79999995231628,-0.899993896484375,10475,294.82421875,0.714772760868073
40,1325378307441.389832,0,2.79999995231628,-0.899993896484375,10478,296.115753173828,-0.336363613605499
41,1325378307451.380792,0,2.79999995231628,-0.899993896484375,10481,295.293853759766,0.378409117460251
42,1325378307461.422008,0,2.79999995231628,-0.899993896484375,10484,296.702819824219,-0.546590864658356
43,1325378307475.199256,0,2.79999995231628,-0.399993896484375,10486.4,302.221221923828,-1.17727279663086
44,1325378307481.349896,0,2.79999995231628,-0.399993896484375,10489.4,302.221221923828,-1.17727279663086
45,1325378307491.316976,0,2.79999995231628,-0.399993896484375,10492.4,302.221221923828,-1.17727279663086
46,1325378307501.349248,0,2.79999995231628,-0.399993896484375,10495.4,300.694854736328,-0.546590864658356
47,1325378307511.360648,0,3,-1.10000610351563,10498.3,302.690887451172,0.16818180680275
48,1325378307521.342048,0,3,-1.10000610351563,10501.2,300.107788085938,-1.17727279663086
49,1325378307531.343096,0,3,-1.10000610351563,10504.2,301.047088623047,-1.26136350631714
50,1325378307541.397232,0,3,-1.10000610351563,10507.2,302.221221923828,-1.42954552173615
51,1325378307551.372752,0,3.29999995231628,-0.70001220703125,10510.1,300.225219726563,-0.8829545378685
52,1325378307561.371584,0,3.29999995231628,-0.600006103515625,10513,300.460021972656,-1.97613608837128
53,1325378307575.088856,0,3.29999995231628,-0.600006103515625,10516,300.342620849609,-0.16818180680275
54,1325378307581.473168,0,3.40000009536743,-0.600006103515625,10518.9,300.694854736328,0.462499976158142
55,1325378307591.408888,0,3.90000009536743,-0.600006103515625,10522.1,300.694854736328,0.462499976158142
56,1325378307601.394704,0,3.90000009536743,-0.600006103515625,10525.1,302.103820800781,-0.714772760868073
57,1325378307611.364440,0,3.90000009536743,-0.600006103515625,10528,299.638153076172,-0.672727227210999
58,1325378307621.372984,0,4,-0.5,10531,298.111785888672,-0.294318199157715
59,1325378307631.310296,0,4.09999990463257,-0.79998779296875,10534.1,298.698852539063,-0.58863639831543
60,1325378307641.360696,0,4.19999980926514,-0.79998779296875,10537,296.820220947266,0.16818180680275
61,1325378307651.410240,0,4.19999980926514,-0.79998779296875,10540,301.516754150391,-0.58863639831543
62,1325378307661.421584,0,4.30000019073486,-0.79998779296875,10543,299.285919189453,-0.126136362552643
63,1325378307675.042584,0,4.40000009536743,-0.70001220703125,10546.1,298.698852539063,-0.16818180680275
64,1325378307681.394664,0,4.40000009536743,-0.600006103515625,10549,299.520721435547,-0.126136362552643
65,1325378307691.330712,0,4.5,-0.600006103515625,10552,299.520721435547,-0.126136362552643
66,1325378307701.390272,0,4.59999990463257,-0.600006103515625,10555,299.755554199219,-0.714772760868073
67,1325378307711.428232,0,5,-0.899993896484375,10558.3,299.755554199219,-0.714772760868073
68,1325378307721.332912,0,5.09999990463257,-0.899993896484375,10561.3,299.4033203125,-0.756818234920502
69,1325378307731.409016,0,5.19999980926514,-0.899993896484375,10564.3,300.460021972656,-0.378409117460251
70,1325378307741.422944,0,5.30000019073486,-0.899993896484375,10567.3,300.342620849609,-2.27045464515686
71,1325378307751.375600,0,5.40000009536743,-0.899993896484375,10570.3,300.342620849609,-2.27045464515686
72,1325378307761.374808,0,5.59999990463257,-0.899993896484375,10573.3,301.164520263672,-0.546590864658356
73,1325378307775.041800,0,5.69999980926514,-0.899993896484375,10576.3,302.4560546875,-1.68181812763214
74,1325378307781.375184,0,5.80000019073486,-0.899993896484375,10579.3,301.399353027344,-0.294318199157715
75,1325378307791.342232,0,4.69999980926514,-1.20001220703125,10580.7,301.399353027344,-0.294318199157715
76,1325378307801.457352,0,4.80000019073486,-1.29998779296875,10583.7,298.229187011719,-0.504545450210571
77,1325378307811.358176,0,4.80000019073486,-1.39999389648438,10586.6,298.229187011719,-0.504545450210571
78,1325378307821.389640,0,4.90000009536743,-1.39999389648438,10589.5,301.164520263672,-1.13522732257843
79,1325378307831.328096,0,5,-1.5,10592.4,298.581420898438,-0.462499976158142
80,1325378307841.359664,0,5,-1.60000610351563,10595.3,301.751586914063,-1.59772741794586
81,1325378307851.423224,0,5.09999990463257,-1.60000610351563,10598.3,297.407287597656,-0.126136362552643
82,1325378307861.456712,0,5.19999980926514,-1.70001220703125,10601.2,300.577453613281,-1.68181812763214
83,1325378307875.036544,0,5.19999980926514,-1.29998779296875,10604.8,298.111785888672,-1.47159099578857
84,1325378307881.357448,0,5.19999980926514,-1.29998779296875,10607.7,298.229187011719,-1.00909090042114
85,1325378307891.389912,0,5.30000019073486,-1.39999389648438,10610.7,298.229187011719,-1.00909090042114
86,1325378307901.341056,0,5.40000009536743,-1.5,10613.6,296.3505859375,-0.504545450210571
87,1325378307911.392072,0,5.5,-1.5,10616.5,297.407287597656,1.13522732257843
88,1325378307921.360656,0,5.5,-1.60000610351563,10619.4,297.055053710938,-0.672727227210999
89,1325378307931.344776,0,5.59999990463257,-1.70001220703125,10622.3,299.520721435547,-1.97613608837128
90,1325378307941.407696,0,5.69999980926514,-1.70001220703125,10625.3,300.107788085938,-0.58863639831543
91,1325378307951.329192,0,5.69999980926514,-1.79998779296875,10628.2,300.812286376953,-1.93409085273743
92,1325378307961.394192,0,5.80000019073486,-1.89999389648438,10631.1,300.812286376953,-1.93409085273743
93,1325378307975.085656,0,5.90000009536743,-1.89999389648438,10634,298.933654785156,-0.672727227210999
94,1325378307981.358768,0,5.90000009536743,-2,10636.9,301.281921386719,-2.35454559326172
95,1325378307991.376416,0,5.5,-1.20001220703125,10639.6,301.281921386719,-2.35454559326172
96,1325378308001.358176,0,5.5,-1.20001220703125,10642.5,303.043121337891,-1.13522732257843
97,1325378308011.344264,0,5.5,-1.29998779296875,10645.4,298.698852539063,-1.42954552173615
98,1325378308021.372208,0,5.59999990463257,-1.29998779296875,10648.3,303.043121337891,-0.8829545378685
99,1325378308031.411112,0,5.69999980926514,-0.29998779296875,10652.3,300.107788085938,-1.765909075737
100,1325378308041.393328,0,5.69999980926514,-0.20001220703125,10655.2,300.107788085938,-1.765909075737
101,1325378308051.392216,0,5.69999980926514,-0.20001220703125,10658.2,303.277954101563,-1.63977265357971
102,1325378308061.420840,0,5.69999980926514,-0.20001220703125,10661.2,298.346588134766,-0.210227265954018
103,1325378308075.022344,0,6,-0.899993896484375,10663.8,301.986419677734,-1.26136350631714
104,1325378308081.437176,0,6.09999990463257,-1,10666.7,300.225219726563,0.126136362552643
105,1325378308091.333760,0,6.09999990463257,-1,10669.7,300.225219726563,0.126136362552643
106,1325378308101.408000,0,6.19999980926514,-1.10000610351563,10672.6,299.638153076172,0.58863639831543
107,1325378308111.372880,0,6.40000009536743,-0.399993896484375,10676.3,299.638153076172,0.58863639831543
108,1325378308121.358880,0,6.40000009536743,-0.399993896484375,10679.3,301.868988037109,-3.23749971389771
109,1325378308131.359288,0,6.40000009536743,-0.399993896484375,10682.3,296.233154296875,0.0420454517006874
110,1325378308141.329152,0,6.5,-0.399993896484375,10685.3,299.4033203125,1.00909090042114
111,1325378308151.426544,0,6.5,-0.29998779296875,10688.4,300.225219726563,0.462499976158142
112,1325378308161.404696,0,6.5,-0.29998779296875,10691.4,300.225219726563,0.462499976158142
113,1325378308174.993776,0,6.59999990463257,-0.29998779296875,10694.5,302.573486328125,-0.630681753158569
114,1325378308181.394896,0,6.59999990463257,-0.20001220703125,10697.5,301.164520263672,0.714772760868073
115,1325378308191.377928,0,6.40000009536743,-0.79998779296875,10699.7,301.164520263672,0.714772760868073
116,1325378308201.373656,0,6.40000009536743,-0.79998779296875,10702.7,300.342620849609,0
117,1325378308211.426520,0,6.5,-0.79998779296875,10705.7,300.812286376953,0.336363613605499
118,1325378308221.390600,0,6.5,-0.79998779296875,10708.6,299.285919189453,-0.210227265954018
119,1325378308231.360000,0,6.09999990463257,-1,10712.5,296.3505859375,0.840909063816071
120,1325378308241.378784,0,6.09999990463257,-1,10715.5,296.233154296875,-1.97613608837128
121,1325378308251.358152,0,6.09999990463257,-1,10718.5,291.419219970703,1.345454454422
122,1325378308261.296792,0,6.19999980926514,-1,10721.5,292.593353271484,1.26136350631714
123,1325378308275.021904,0,6,-0.79998779296875,10724.2,293.532653808594,0.58863639831543
124,1325378308281.443160,0,6,-0.79998779296875,10727.2,298.698852539063,-0.504545450210571
125,1325378308291.374232,0,6,-0.79998779296875,10730.1,298.698852539063,-0.504545450210571
126,1325378308301.360136,0,6,-0.79998779296875,10733.1,304.804321289063,-1.42954552173615
127,1325378308311.392520,0,5.59999990463257,-1.10000610351563,10735,304.804321289063,-1.42954552173615
128,1325378308321.331720,0,5.59999990463257,-1.20001220703125,10737.9,305.5087890625,-0.420454531908035
129,1325378308331.358272,0,5.59999990463257,-1.20001220703125,10740.9,306.213287353516,-1.00909090042114
130,1325378308341.377968,0,5.59999990463257,-1.20001220703125,10743.8,305.626220703125,-1.47159099578857
131,1325378308351.442064,0,5.80000019073486,-0.399993896484375,10746.9,308.326721191406,-2.18636345863342
