Sample,X(ms) [01.01.2012 00:40:29 721 UTC],"InstAGV.instMoveCtrlDiff.trackValues.trackDeviation.x","InstAGV.instMoveCtrlDiff.trackValues.trackDeviation.y","InstAGV.instMoveCtrlDiff.trackValues.trackDeviation.a","frontPGV.xPosition","InstAGV.instMoveCtrlDiff.vCurrent.x","InstAGV.instMoveCtrlDiff.vCurrent.a"
26,1325378429991.422728,0,4.40000009536743,-0.79998779296875,10546.6,301.751586914063,-0.756818234920502
27,1325378430001.373416,0,4.59999990463257,-1,10549.1,301.751586914063,-0.756818234920502
28,1325378430011.407680,0,4.59999990463257,-1,10552,296.702819824219,0.378409117460251
29,1325378430021.378856,0,4.59999990463257,-1,10555,299.872985839844,-1.345454454422
30,1325378430031.326848,0,4.59999990463257,-1.10000610351563,10558,299.285919189453,-0.967045426368713
31,1325378430041.310168,0,4.90000009536743,-0.899993896484375,10560.8,297.759521484375,-0.840909063816071
32,1325378430051.428848,0,4.90000009536743,-0.899993896484375,10563.7,299.990386962891,-0.294318199157715
33,1325378430061.315512,0,5,-0.899993896484375,10566.7,297.994354248047,-0.16818180680275
34,1325378430075.084368,0,5,-0.899993896484375,10569.7,302.338653564453,-0.462499976158142
35,1325378430081.389608,0,5.19999980926514,-0.899993896484375,10572.3,298.464019775391,-0.420454531908035
36,1325378430091.345872,0,5.19999980926514,-0.899993896484375,10575.3,298.464019775391,-0.420454531908035
37,1325378430101.343384,0,5.30000019073486,-0.899993896484375,10578.3,300.694854736328,-0.630681753158569
38,1325378430111.377320,0,5.30000019073486,-0.899993896484375,10581.2,300.577453613281,-1.26136350631714
39,1325378430121.425512,0,5.59999990463257,-0.600006103515625,10584.4,299.755554199219,-0.8829545378685
40,1325378430131.427200,0,5.59999990463257,-0.600006103515625,10587.3,299.755554199219,-0.8829545378685
41,1325378430141.410464,0,5.69999980926514,-0.600006103515625,10590.2,297.759521484375,-0.672727227210999
42,1325378430151.388544,0,5.80000019073486,-0.600006103515625,10593.1,296.585418701172,1.765909075737
43,1325378430161.340232,0,6.09999990463257,-0.600006103515625,10596,298.346588134766,-0.798863708972931
44,1325378430175.070688,0,6.19999980926514,-0.600006103515625,10598.9,297.759521484375,-0.672727227210999
45,1325378430181.476632,0,6.30000019073486,-0.600006103515625,10601.8,299.4033203125,-1.00909090042114
46,1325378430191.340808,0,6.40000009536743,-0.600006103515625,10604.7,299.4033203125,-1.00909090042114
47,1325378430201.343400,0,6.5,-0.600006103515625,10607.7,301.634155273438,-0.798863708972931
48,1325378430211.376216,0,6.59999990463257,-0.600006103515625,10610.6,301.281921386719,-0.756818234920502
49,1325378430221.375672,0,6.69999980926514,-0.600006103515625,10613.5,299.990386962891,0.0420454517006874
50,1325378430231.331808,0,6.69999980926514,-0.600006103515625,10616.4,301.164520263672,-0.462499976158142
51,1325378430241.344112,0,6.59999990463257,-1.29998779296875,10619.6,299.4033203125,0.336363613605499
52,1325378430251.404480,0,6.59999990463257,-1.29998779296875,10622.6,300.460021972656,-0.126136362552643
53,1325378430261.360776,0,6.80000019073486,-1.39999389648438,10625.6,299.990386962891,-0.462499976158142
54,1325378430275.039928,0,6.80000019073486,-1.5,10628.5,302.103820800781,-1.80795454978943
55,1325378430281.376832,0,7,-0.70001220703125,10631.3,301.634155273438,-0.630681753158569
56,1325378430291.437424,0,7.09999990463257,-0.70001220703125,10634.2,301.634155273438,-0.630681753158569
57,1325378430301.442808,0,7.19999980926514,-0.70001220703125,10637.1,301.399353027344,-1.30340898036957
58,1325378430311.358184,0,7.30000019073486,-0.70001220703125,10640.1,300.9296875,0.546590864658356
59,1325378430321.374728,0,6.90000009536743,-0.600006103515625,10643.3,299.285919189453,-1.38749992847443
60,1325378430331.373680,0,7,-0.600006103515625,10646.2,301.634155273438,-0.294318199157715
61,1325378430341.391376,0,7,-0.600006103515625,10649.2,299.872985839844,0.252272725105286
62,1325378430351.376136,0,7.19999980926514,-0.600006103515625,10652.2,300.225219726563,-0.967045426368713
63,1325378430361.377056,0,6.59999990463257,-1,10655.3,297.642120361328,0.294318199157715
64,1325378430375.022040,0,6.59999990463257,-1,10658.3,299.051086425781,-1.05113637447357
65,1325378430381.407968,0,6.59999990463257,-1,10661.3,299.285919189453,-0.126136362552643
66,1325378430391.388504,0,6.69999980926514,-1.10000610351563,10664.2,299.285919189453,-0.126136362552643
67,1325378430401.403816,0,6.40000009536743,-0.29998779296875,10666.9,299.051086425781,0.126136362552643
68,1325378430411.391584,0,6.40000009536743,-0.29998779296875,10669.9,299.285919189453,-0.0420454517006874
69,1325378430421.372360,0,6.40000009536743,-0.29998779296875,10672.8,299.168487548828,-0.420454531908035
70,1325378430431.342440,0,6.40000009536743,-0.20001220703125,10675.8,300.577453613281,1.765909075737
71,1325378430441.342840,0,6.09999990463257,-0.79998779296875,10678.8,303.982421875,-1.30340898036957
72,1325378430451.331264,0,6.09999990463257,-0.79998779296875,10681.8,299.638153076172,0.16818180680275
73,1325378430461.474032,0,6.09999990463257,-0.79998779296875,10684.8,298.933654785156,-0.504545450210571
74,1325378430475.025440,0,6.09999990463257,-0.79998779296875,10687.7,302.338653564453,-0.210227265954018
75,1325378430481.374704,0,6.30000019073486,-0.79998779296875,10690.8,299.638153076172,0.840909063816071
76,1325378430491.330840,0,6.30000019073486,-0.79998779296875,10693.8,299.638153076172,0.840909063816071
77,1325378430501.393208,0,6.30000019073486,-0.79998779296875,10696.8,301.047088623047,0.420454531908035
78,1325378430511.355976,0,6.30000019073486,-0.79998779296875,10699.7,301.164520263672,-1.13522732257843
79,1325378430521.425360,0,6.30000019073486,-0.600006103515625,10702.6,299.168487548828,-0.252272725105286
80,1325378430531.406552,0,6.30000019073486,-0.600006103515625,10705.6,297.994354248047,-0.672727227210999
81,1325378430541.325328,0,6.30000019073486,-0.600006103515625,10708.5,297.994354248047,-0.672727227210999
82,1325378430551.376280,0,6.30000019073486,-0.600006103515625,10711.5,296.233154296875,-1.05113637447357
83,1325378430561.372984,0,6.30000019073486,-1,10714.9,293.767486572266,0.420454531908035
84,1325378430574.992664,0,6.30000019073486,-1,10717.8,292.945587158203,0.798863708972931
85,1325378430581.404992,0,6.30000019073486,-1,10720.8,296.115753173828,-0.252272725105286
86,1325378430591.372568,0,6.30000019073486,-1,10723.8,296.115753173828,-0.252272725105286
